,ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,qtdPropostas,qtdPresencas,qtdAusencias,produtividade
99,178903,3035.0,Titular,401,5830628,ADILTON DOMINGOS SACHETTI,ADILTON SACHETTI,http://www.camara.gov.br/internet/deputado/bandep/178903.jpg,masculino,MT,PSB,374,3,3215-5374,dep.adiltonsachetti@camara.gov.br,0.0,22.0,25,-0.664881775191
100,164359,2927.0,Titular,421,5830350,WALDIR SOARES DE OLIVEIRA,DELEGADO WALDIR,http://www.camara.gov.br/internet/deputado/bandep/164359.jpg,masculino,GO,PR,645,4,3215-5645,dep.delegadowaldir@camara.gov.br,7.0,36.0,12,0.131703814626
101,178916,3080.0,Titular,144,5830748,DANIEL PIRES COELHO,DANIEL COELHO,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,masculino,PE,PSDB,813,4,3215-5813,dep.danielcoelho@camara.gov.br,2.0,42.0,6,0.930524794541
102,178846,2637.0,Titular,36,5830771,ALFREDO PEREIRA DO NASCIMENTO,ALFREDO NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/178846.jpg,masculino,AM,PR,401,4,3215-5401,dep.alfredonascimento@camara.gov.br,6.0,42.0,5,1.66346704715
103,141401,2547.0,Titular,400,5830791,CARLOS GOMES BEZERRA,CARLOS BEZERRA,http://www.camara.gov.br/internet/deputado/bandep/141401.jpg,masculino,MT,PMDB,815,4,3215-5815,dep.carlosbezerra@camara.gov.br,41.0,42.0,5,6.84074860055
104,73463,3650.0,Titular,463,5830293,OSMAR JOSÉ SERRAGLIO,OSMAR SERRAGLIO,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,masculino,PR,PMDB,845,4,3215-5845,dep.osmarserraglio@camara.gov.br,0.0,12.0,3,0.280130956712
105,141507,2384.0,Titular,480,5830542,MAURO MARIANI,MAURO MARIANI,http://www.camara.gov.br/internet/deputado/bandep/141507.jpg,masculino,SC,PMDB,925,4,3215-5925,dep.mauromariani@camara.gov.br,9.0,39.0,9,0.970152337832
106,178936,3040.0,Titular,285,5830436,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,http://www.camara.gov.br/internet/deputado/bandep/178936.jpg,masculino,RJ,PR,587,3,3215-5587,dep.alexandrevalle@camara.gov.br,4.0,35.0,12,0.0959040592578
107,141411,2170.0,Titular,434,5830399,DAGOBERTO NOGUEIRA FILHO,DAGOBERTO NOGUEIRA,http://www.camara.gov.br/internet/deputado/bandep/141411.jpg,masculino,MS,PDT,654,4,3215-5654,dep.dagobertonogueira@camara.gov.br,6.0,1.0,4,1.02541427598
108,178972,3037.0,Titular,331,5830591,ALEX SPINELLI MANENTE,ALEX MANENTE,http://www.camara.gov.br/internet/deputado/bandep/178972.jpg,masculino,SP,PPS,245,4,3215-5245,dep.alexmanente@camara.gov.br,4.0,35.0,13,-0.0672953907334
109,74553,1718.0,Titular,207,5830579,JOSÉ CARLOS ALELUIA COSTA,JOSÉ CARLOS ALELUIA,http://www.camara.gov.br/internet/deputado/bandep/74553.jpg,masculino,BA,DEM,854,4,3215-5854,dep.josecarlosaleluia@camara.gov.br,1.0,41.0,7,0.66673487623
110,133373,2077.0,Titular,496,5830634,MARCO AURÉLIO SPALL MAIA,MARCO MAIA,http://www.camara.gov.br/internet/deputado/bandep/133373.jpg,masculino,RS,PT,28,1,3215-5964,dep.marcomaia@camara.gov.br,19.0,16.0,31,-7.5373712312
111,74371,1960.0,Titular,425,5830485,RUBENS OTONI GOMIDE,RUBENS OTONI,http://www.camara.gov.br/internet/deputado/bandep/74371.jpg,masculino,GO,PT,501,4,3215-5501,dep.rubensotoni@camara.gov.br,1.0,33.0,15,-0.240859610026
112,178876,3070.0,Titular,417,5830585,CELIO ANTONIO DA SILVEIRA,CÉLIO SILVEIRA,http://www.camara.gov.br/internet/deputado/bandep/178876.jpg,masculino,GO,PSDB,565,3,3215-5565,dep.celiosilveira@camara.gov.br,11.0,39.0,9,1.11003583298
113,132056,2531.0,Titular,373,5830342,PAULO SALIM MALUF,PAULO MALUF,http://www.camara.gov.br/internet/deputado/bandep/132056.jpg,masculino,SP,PP,512,4,3215-5512,dep.paulomaluf@camara.gov.br,0.0,22.0,24,-0.611315629926
114,178948,3054.0,Titular,122,5830685,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,BETO ROSADO,http://www.camara.gov.br/internet/deputado/bandep/178948.jpg,masculino,RN,PP,840,4,3215-5840,dep.betorosado@camara.gov.br,4.0,21.0,25,-1.60258220642
115,141483,2420.0,Titular,45,5830734,LINDOMAR BARBOSA ALVES,LINDOMAR GARÇON,http://www.camara.gov.br/internet/deputado/bandep/141483.jpg,masculino,RO,PRB,548,4,3215-5548,dep.lindomargarcon@camara.gov.br,12.0,34.0,14,-0.447327859145
116,178994,3086.0,Titular,61,5830311,DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,http://www.camara.gov.br/internet/deputado/bandep/178994.jpg,feminino,TO,PMDB,530,4,3215-5530,dep.dulcemiranda@camara.gov.br,3.0,27.0,18,-0.672353074551
117,160633,2838.0,Titular,436,5830643,LUIZ HENRIQUE MANDETTA,MANDETTA,http://www.camara.gov.br/internet/deputado/bandep/160633.jpg,masculino,MS,DEM,577,3,3215-5577,dep.mandetta@camara.gov.br,0.0,36.0,12,0.051509639869
118,178941,3098.0,Titular,303,5830620,EZEQUIEL CORTAZ TEIXEIRA,EZEQUIEL TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/178941.jpg,masculino,RJ,PODE,210,4,3215-5210,dep.ezequielteixeira@camara.gov.br,0.0,9.0,7,0.122444525282
119,74784,3611.0,Titular,371,5830288,LUIZA ERUNDINA DE SOUSA,LUIZA ERUNDINA,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,feminino,SP,PSOL,620,4,3215-5620,dep.luizaerundina@camara.gov.br,1.0,39.0,9,0.410618357249
120,160559,2858.0,Titular,486,5830689,ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,http://www.camara.gov.br/internet/deputado/bandep/160559.jpg,masculino,RS,PMDB,238,4,3215-5238,dep.alceumoreira@camara.gov.br,7.0,39.0,8,1.06169302871
121,178995,3748.0,Titular,17,5830334,ANTONIO ROBERTO RODRIGUES GÓES DA SILVA,ROBERTO GÓES,http://www.camara.gov.br/internet/deputado/bandep/178995.jpg,masculino,AP,PDT,462,4,3215-5462,dep.robertogoes@camara.gov.br,0.0,14.0,31,-0.627631866133
122,178854,3091.0,Titular,198,5830666,ELMAR JOSE VIEIRA NASCIMENTO,ELMAR NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,masculino,BA,DEM,935,4,3215-5935,dep.elmarnascimento@camara.gov.br,1.0,37.0,10,0.283564099213
123,74017,3322.0,Titular,323,5830551,PAULO FERNANDO FEIJO TORRES,PAULO FEIJÓ,http://www.camara.gov.br/internet/deputado/bandep/74017.jpg,masculino,RJ,PR,336,4,3215-5336,dep.paulofeijo@camara.gov.br,0.0,41.0,7,0.557802837395
124,73930,1141.0,Titular,23,5830474,WLADIMIR AFONSO DA COSTA RABELO,WLADIMIR COSTA,http://www.camara.gov.br/internet/deputado/bandep/73930.jpg,masculino,PA,SD,343,4,3215-5343,dep.wladimircosta@camara.gov.br,0.0,16.0,29,-0.639379168182
125,74212,3122.0,Titular,87,5830497,ANÍBAL FERREIRA GOMES,ANÍBAL GOMES,http://www.camara.gov.br/internet/deputado/bandep/74212.jpg,masculino,CE,PMDB,731,4,3215-5731,dep.anibalgomes@camara.gov.br,0.0,14.0,34,-0.729894507093
126,160641,2675.0,Titular,15,5830503,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PROFESSORA MARCIVANIA,http://www.camara.gov.br/internet/deputado/bandep/160641.jpg,feminino,AP,PCdoB,338,4,3215-5338,dep.professoramarcivania@camara.gov.br,1.0,41.0,6,0.786057838037
127,141470,2442.0,Titular,103,5830597,JOSÉ NOBRE GUIMARÃES,JOSÉ GUIMARÃES,http://www.camara.gov.br/internet/deputado/bandep/141470.jpg,masculino,CE,PT,306,4,3215-5306,dep.joseguimaraes@camara.gov.br,3.0,28.0,19,-0.812191730797
128,73437,1799.0,Titular,340,5830451,PAULO ROBERTO GOMES MANSUR,BETO MANSUR,http://www.camara.gov.br/internet/deputado/bandep/73437.jpg,masculino,SP,PRB,616,4,3215-5616,dep.betomansur@camara.gov.br,0.0,34.0,13,-0.0341360494725
129,73586,3682.0,Titular,250,5830574,JÚLIO CÉSAR DELGADO,JÚLIO DELGADO,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,masculino,MG,PSB,323,4,3215-5323,dep.juliodelgado@camara.gov.br,0.0,35.0,13,-0.0351400509276
130,178861,3752.0,Titular,216,5830566,RONALDO CARLETTO,RONALDO CARLETTO,http://www.camara.gov.br/internet/deputado/bandep/178861.jpg,masculino,BA,PP,262,4,3215-5262,dep.ronaldocarletto@camara.gov.br,7.0,39.0,8,1.06169302871
131,178828,3094.0,Titular,354,5830649,EVANDRO HERRERA BERTONE GUSSI,EVANDRO GUSSI,http://www.camara.gov.br/internet/deputado/bandep/178828.jpg,masculino,SP,PV,433,4,3215-5433,dep.evandrogussi@camara.gov.br,1.0,17.0,28,-0.93841436427
132,178983,3717.0,Titular,370,5830720,MARCIO LUIZ ALVINO DE SOUZA,MARCIO ALVINO,http://www.camara.gov.br/internet/deputado/bandep/178983.jpg,masculino,SP,PR,331,4,3215-5331,dep.marcioalvino@camara.gov.br,1.0,46.0,2,1.39224504115
133,74253,1504.0,Titular,308,5830411,JULIO LUIZ BAPTISTA LOPES,JULIO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74253.jpg,masculino,RJ,PP,544,4,3215-5544,dep.juliolopes@camara.gov.br,18.0,39.0,9,1.59962806599
134,133439,2083.0,Titular,89,5830614,ANDRÉ PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,http://www.camara.gov.br/internet/deputado/bandep/133439.jpg,masculino,CE,PDT,940,4,3215-5940,dep.andrefigueiredo@camara.gov.br,14.0,43.0,4,3.24294978933
135,178991,3547.0,Titular,390,5830603,SERGIO BAVINI,SÉRGIO REIS,http://www.camara.gov.br/internet/deputado/bandep/178991.jpg,masculino,SP,PRB,213,4,3215-5213,dep.sergioreis@camara.gov.br,0.0,18.0,30,-0.763128410331
136,74787,3614.0,Titular,374,5830520,MILTON ANTONIO CASQUEL MONTI,MILTON MONTI,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,masculino,SP,PR,328,4,3215-5328,dep.miltonmonti@camara.gov.br,4.0,35.0,10,0.42230295924
137,160673,2863.0,Titular,502,5830766,GIOVANI CHERINI,GIOVANI CHERINI,http://www.camara.gov.br/internet/deputado/bandep/160673.jpg,masculino,RS,PR,468,3,3215-5468,dep.giovanicherini@camara.gov.br,2.0,0.0,45,-1.26376699029
138,160517,2774.0,Titular,280,5830457,PAULO ROBERTO FOLETTO,PAULO FOLETTO,http://www.camara.gov.br/internet/deputado/bandep/160517.jpg,masculino,ES,PSB,839,4,3215-5839,dep.paulofoletto@camara.gov.br,0.0,30.0,15,-0.176209530738
139,74665,3230.0,Titular,240,5830468,JAIME MARTINS FILHO,JAIME MARTINS,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg,masculino,MG,PSD,904,4,3215-5904,dep.jaimemartins@camara.gov.br,6.0,33.0,15,-0.476005241094
140,178872,3264.0,Titular,276,5830706,GIVALDO VIEIRA DA SILVA,GIVALDO VIEIRA,http://www.camara.gov.br/internet/deputado/bandep/178872.jpg,masculino,ES,PT,805,4,3215-5805,dep.givaldovieira@camara.gov.br,3.0,24.0,24,-1.33434608878
141,74571,3564.0,Titular,209,5830712,NELSON VICENTE PORTELA PELLEGRINO,NELSON PELLEGRINO,http://www.camara.gov.br/internet/deputado/bandep/74571.jpg,masculino,BA,PT,826,4,3215-5826,dep.nelsonpellegrino@camara.gov.br,4.0,39.0,8,0.793382349098
142,74140,1355.0,Titular,197,5830760,JOSÉ CARLOS LEÃO DE ARAÚJO,JOSÉ CARLOS ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/74140.jpg,masculino,BA,PR,232,4,3215-5232,dep.josecarlosaraujo@camara.gov.br,1.0,33.0,13,-0.0411708829689
143,74270,1568.0,Titular,360,5830514,GILBERTO NASCIMENTO SILVA,GILBERTO NASCIMENTO,http://www.camara.gov.br/internet/deputado/bandep/74270.jpg,masculino,SP,PSC,834,4,3215-5834,dep.gilbertonascimento@camara.gov.br,7.0,42.0,6,1.57266071687
144,178946,3765.0,Titular,328,5830365,SORAYA ALENCAR DOS SANTOS,SORAYA SANTOS,http://www.camara.gov.br/internet/deputado/bandep/178946.jpg,feminino,RJ,PMDB,352,4,3215-5352,dep.sorayasantos@camara.gov.br,1.0,38.0,9,0.401883059565
145,73701,1310.0,Titular,291,5830660,BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,http://www.camara.gov.br/internet/deputado/bandep/73701.jpg,feminino,RJ,PT,330,4,3215-5330,dep.beneditadasilva@camara.gov.br,4.0,30.0,18,-0.817402013795
146,178911,3764.0,Titular,35,5830394,SIMONE MARIA MORGADO FERREIRA,SIMONE MORGADO,http://www.camara.gov.br/internet/deputado/bandep/178911.jpg,feminino,PA,PMDB,440,4,3215-5440,dep.simonemorgado@camara.gov.br,1.0,33.0,15,-0.240859610026
147,178934,3771.0,Titular,470,5830417,ANTONIO WANDSCHEER,TONINHO WANDSCHEER,http://www.camara.gov.br/internet/deputado/bandep/178934.jpg,masculino,PR,PROS,902,4,3215-5902,dep.toninhowandscheer@camara.gov.br,0.0,38.0,7,0.516987995635
148,178986,3735.0,Titular,382,5830749,NILTO IGNACIO TATTO,NILTO TATTO,http://www.camara.gov.br/internet/deputado/bandep/178986.jpg,masculino,SP,PT,267,3,3215-5267,dep.niltotatto@camara.gov.br,8.0,38.0,10,0.642990785705
149,74060,1339.0,Titular,188,5830345,DANIEL GOMES DE ALMEIDA,DANIEL ALMEIDA,http://www.camara.gov.br/internet/deputado/bandep/74060.jpg,masculino,BA,PCdoB,317,4,3215-5317,dep.danielalmeida@camara.gov.br,0.0,26.0,20,-0.46924214866
150,171623,2979.0,Titular,178,5830680,FABIO DE ALMEIDA REIS,FABIO REIS,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,masculino,SE,PMDB,456,4,3215-5456,dep.fabioreis@camara.gov.br,3.0,41.0,6,1.04291220697
151,178886,3699.0,Titular,79,5830606,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,JUSCELINO FILHO,http://www.camara.gov.br/internet/deputado/bandep/178886.jpg,masculino,MA,DEM,370,3,3215-5370,dep.juscelinofilho@camara.gov.br,0.0,37.0,9,0.323206014308
152,178962,3067.0,Titular,492,5830302,ANTONIO CARLOS GOMES DA SILVA,CARLOS GOMES,http://www.camara.gov.br/internet/deputado/bandep/178962.jpg,masculino,RS,PRB,285,3,3215-5285,dep.carlosgomes@camara.gov.br,1.0,41.0,7,0.66673487623
153,178942,3720.0,Titular,319,5830700,MARCO ANTONIO NEVES CABRAL,MARCO ANTÔNIO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/178942.jpg,masculino,RJ,PMDB,585,3,3215-5585,dep.marcoantoniocabral@camara.gov.br,15.0,33.0,12,0.219061830074
154,186775,0.0,Titular,544,5830835,FRANKLIN ROBERTO DE LIMA SOUZA,FRANKLIN,http://www.camara.gov.br/internet/deputado/bandep/186775.jpg,masculino,MG,PP,627,4,3215-5627,dep.franklin@camara.gov.br,4.0,11.0,13,-0.0431993558116
155,141450,2397.0,Titular,306,5830320,HUGO LEAL MELO DA SILVA,HUGO LEAL,http://www.camara.gov.br/internet/deputado/bandep/141450.jpg,masculino,RJ,PSB,631,4,3215-5631,dep.hugoleal@camara.gov.br,7.0,33.0,14,-0.306219129993
156,160553,2737.0,Titular,189,5830609,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,ANTONIO BRITO,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,masculino,BA,PSD,479,3,3215-5479,dep.antoniobrito@camara.gov.br,2.0,29.0,16,-0.373994342161
157,74374,1445.0,Titular,435,5830512,GERALDO RESENDE PEREIRA,GERALDO RESENDE,http://www.camara.gov.br/internet/deputado/bandep/74374.jpg,masculino,MS,PSDB,905,4,3215-5905,dep.geraldoresende@camara.gov.br,4.0,43.0,4,1.56877503205
158,141398,2520.0,Titular,398,5830561,CARLOS ALBERTO ROLIM ZARATTINI,CARLOS ZARATTINI,http://www.camara.gov.br/internet/deputado/bandep/141398.jpg,masculino,SP,PT,808,4,3215-5808,dep.carloszarattini@camara.gov.br,0.0,7.0,38,-0.43312234752
159,178961,3763.0,Titular,8,5830489,SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA,SHÉRIDAN,http://www.camara.gov.br/internet/deputado/bandep/178961.jpg,feminino,RR,PSDB,246,4,3215-5246,dep.sheridan@camara.gov.br,4.0,39.0,9,0.620443599968
160,74351,3491.0,Titular,30,5830632,JOSUÉ BENGTSON,JOSUÉ BENGTSON,http://www.camara.gov.br/internet/deputado/bandep/74351.jpg,masculino,PA,PTB,505,4,3215-5505,dep.josuebengtson@camara.gov.br,0.0,36.0,11,0.139163332121
161,178951,3742.0,Titular,123,5830775,RAFAEL HUETE DA MOTTA,RAFAEL MOTTA,http://www.camara.gov.br/internet/deputado/bandep/178951.jpg,masculino,RN,PSB,737,4,3215-5737,dep.rafaelmotta@camara.gov.br,1.0,30.0,17,-0.4083184353
162,141518,2532.0,Titular,372,5830369,PAULO PEREIRA DA SILVA,PAULO PEREIRA DA SILVA,http://www.camara.gov.br/internet/deputado/bandep/141518.jpg,masculino,SP,SD,217,4,3215-5217,dep.paulopereiradasilva@camara.gov.br,2.0,20.0,26,-1.17608592945
163,160558,2813.0,Titular,380,5830701,PAULO ROBERTO FREIRE DA COSTA,PAULO FREIRE,http://www.camara.gov.br/internet/deputado/bandep/160558.jpg,masculino,SP,PR,416,4,3215-5416,dep.paulofreire@camara.gov.br,0.0,25.0,22,-0.57293561295
164,160599,2755.0,Titular,231,5830297,DIMAS FABIANO TOLEDO JÚNIOR,DIMAS FABIANO,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,masculino,MG,PP,325,4,3215-5325,dep.dimasfabiano@camara.gov.br,1.0,44.0,4,1.08743202647
165,160649,2850.0,Titular,471,5830346,ESPERIDIÃO AMIN HELOU FILHO,ESPERIDIÃO AMIN,http://www.camara.gov.br/internet/deputado/bandep/160649.jpg,masculino,SC,PP,252,4,3215-5252,dep.esperidiaoamin@camara.gov.br,1.0,40.0,8,0.536241791955
166,178836,3036.0,Titular,53,5830326,ALAN RICK MIRANDA,ALAN RICK,http://www.camara.gov.br/internet/deputado/bandep/178836.jpg,masculino,AC,DEM,650,4,3215-5650,dep.alanrick@camara.gov.br,1.0,30.0,18,-0.500858324475
167,143632,2701.0,Titular,97,5830652,DOMINGOS GOMES DE AGUIAR NETO,DOMINGOS NETO,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,masculino,CE,PSD,546,4,3215-5546,dep.domingosneto@camara.gov.br,1.0,28.0,20,-0.649842552926
168,141503,2478.0,Titular,246,5830724,MARIA DO SOCORRO JÔ MORAES,JÔ MORAES,http://www.camara.gov.br/internet/deputado/bandep/141503.jpg,feminino,MG,PCdoB,322,4,3215-5322,dep.jomoraes@camara.gov.br,3.0,37.0,10,0.384457303097
169,166401,2936.0,Titular,405,5830675,NILSON APARECIDO LEITÃO,NILSON LEITÃO,http://www.camara.gov.br/internet/deputado/bandep/166401.jpg,masculino,MT,PSDB,825,4,3215-5825,dep.nilsonleitao@camara.gov.br,2.0,32.0,16,-0.39891976959
170,74439,3387.0,Titular,164,5830303,WOLNEY QUEIROZ MACIEL,WOLNEY QUEIROZ,http://www.camara.gov.br/internet/deputado/bandep/74439.jpg,masculino,PE,PDT,936,4,3215-5936,dep.wolneyqueiroz@camara.gov.br,0.0,32.0,15,-0.187956832788
171,160602,2678.0,Titular,18,5830744,ARNALDO JORDY FIGUEIREDO,ARNALDO JORDY,http://www.camara.gov.br/internet/deputado/bandep/160602.jpg,masculino,PA,PPS,506,4,3215-5506,dep.arnaldojordy@camara.gov.br,6.0,35.0,13,-0.0833730606363
172,74079,3260.0,Titular,26,5830495,JOSÉ BENITO PRIANTE JÚNIOR,JOSÉ PRIANTE,http://www.camara.gov.br/internet/deputado/bandep/74079.jpg,masculino,PA,PMDB,752,4,3215-5752,dep.josepriante@camara.gov.br,2.0,26.0,21,-0.860547593064
173,73424,1345.0,Titular,327,5830589,SIMÃO SESSIM,SIMÃO SESSIM,http://www.camara.gov.br/internet/deputado/bandep/73424.jpg,masculino,RJ,PP,709,4,3215-5709,dep.simaosessim@camara.gov.br,1.0,40.0,8,0.536241791955
174,160596,2834.0,Titular,423,5830638,HEULER ABREU CRUVINEL,HEULER CRUVINEL,http://www.camara.gov.br/internet/deputado/bandep/160596.jpg,masculino,GO,PSD,536,4,3215-5536,dep.heulercruvinel@camara.gov.br,52.0,35.0,13,-0.453159468403
175,178987,3737.0,Titular,386,5830446,ORLANDO SILVA DE JESUS JUNIOR,ORLANDO SILVA,http://www.camara.gov.br/internet/deputado/bandep/178987.jpg,masculino,SP,PCdoB,923,4,3215-5923,dep.orlandosilva@camara.gov.br,2.0,33.0,14,-0.16854922708
176,160628,2723.0,Titular,153,5830532,LUCIANA BARBOSA DE OLIVEIRA SANTOS,LUCIANA SANTOS,http://www.camara.gov.br/internet/deputado/bandep/160628.jpg,feminino,PE,PCdoB,524,4,3215-5524,dep.lucianasantos@camara.gov.br,1.0,28.0,18,-0.474502073717
177,178895,3731.0,Titular,245,5830681,MISAEL ARTUR FERREIRA VARELLA,MISAEL VARELLA,http://www.camara.gov.br/internet/deputado/bandep/178895.jpg,masculino,MG,DEM,721,4,3215-5721,dep.misaelvarella@camara.gov.br,1.0,33.0,15,-0.240859610026
178,152610,2615.0,Titular,387,5830289,BENEDITO ROBERTO ALVES FERREIRA,ROBERTO ALVES,http://www.camara.gov.br/internet/deputado/bandep/152610.jpg,masculino,SP,PRB,946,4,3215-5946,dep.robertoalves@camara.gov.br,3.0,45.0,2,1.77928150395
179,178912,3739.0,Titular,135,5830538,PEDRO OLIVEIRA CUNHA LIMA,PEDRO CUNHA LIMA,http://www.camara.gov.br/internet/deputado/bandep/178912.jpg,masculino,PB,PSDB,611,4,3215-5611,dep.pedrocunhalima@camara.gov.br,10.0,40.0,6,1.92586272619
180,160556,2764.0,Titular,259,5830781,JOÃO CARLOS SIQUEIRA,PADRE JOÃO,http://www.camara.gov.br/internet/deputado/bandep/160556.jpg,masculino,MG,PT,743,4,3215-5743,dep.padrejoao@camara.gov.br,2.0,35.0,13,-0.0512177208305
181,141542,2566.0,Titular,512,5830340,SÉRGIO IVAN MORAES,SÉRGIO MORAES,http://www.camara.gov.br/internet/deputado/bandep/141542.jpg,masculino,RS,PTB,258,4,3215-5258,dep.sergiomoraes@camara.gov.br,0.0,37.0,11,0.143028980235
182,67138,2707.0,Titular,113,5830389,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,IRACEMA PORTELLA,http://www.camara.gov.br/internet/deputado/bandep/67138.jpg,feminino,PI,PP,924,4,3215-5924,dep.iracemaportella@camara.gov.br,3.0,21.0,26,-1.47021838126
183,141464,2441.0,Titular,101,5830501,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,JOSÉ AIRTON CIRILO,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,masculino,CE,PT,319,4,3215-5319,dep.joseairtoncirilo@camara.gov.br,1.0,30.0,17,-0.4083184353
184,94931,2746.0,Titular,205,5830430,LÚCIO QUADROS VIEIRA LIMA,LUCIO VIEIRA LIMA,http://www.camara.gov.br/internet/deputado/bandep/94931.jpg,masculino,BA,PMDB,612,4,3215-5612,dep.luciovieiralima@camara.gov.br,0.0,26.0,21,-0.532547593064
185,76287,2786.0,Titular,311,5830762,MARCELO VIVIANI GONÇALVES,MARCELO MATOS,http://www.camara.gov.br/internet/deputado/bandep/76287.jpg,masculino,RJ,PHS,579,3,3215-5579,dep.marcelomatos@camara.gov.br,5.0,33.0,14,-0.251151168827
186,160570,2864.0,Titular,505,5830478,JERÔNIMO PIZZOLOTTO GOERGEN,JERÔNIMO GOERGEN,http://www.camara.gov.br/internet/deputado/bandep/160570.jpg,masculino,RS,PP,316,4,3215-5316,dep.jeronimogoergen@camara.gov.br,9.0,38.0,9,0.961417040148
187,97707,2032.0,Titular,115,5830716,HERÁCLITO DE SOUSA FORTES,HERÁCLITO FORTES,http://www.camara.gov.br/internet/deputado/bandep/97707.jpg,masculino,PI,PSB,708,4,3215-5708,dep.heraclitofortes@camara.gov.br,1.0,40.0,7,0.653129928977
188,160669,2702.0,Titular,99,5830384,GENECIAS MATEUS NORONHA,GENECIAS NORONHA,http://www.camara.gov.br/internet/deputado/bandep/160669.jpg,masculino,CE,SD,244,4,3215-5244,dep.geneciasnoronha@camara.gov.br,0.0,20.0,26,-0.653134473142
189,178931,3705.0,Titular,457,5830407,LUCIANO DUCCI,LUCIANO DUCCI,http://www.camara.gov.br/internet/deputado/bandep/178931.jpg,masculino,PR,PSB,427,4,3215-5427,dep.lucianoducci@camara.gov.br,5.0,34.0,11,0.286189317445
190,141441,2477.0,Titular,241,5830739,GEORGE HILTON DOS SANTOS CECÍLIO,GEORGE HILTON,http://www.camara.gov.br/internet/deputado/bandep/141441.jpg,masculino,MG,PSB,804,4,3215-5804,dep.georgehilton@camara.gov.br,0.0,29.0,18,-0.382165635989
191,178920,3747.0,Titular,157,5830593,RICARDO TEOBALDO CAVALCANTI,RICARDO TEOBALDO,http://www.camara.gov.br/internet/deputado/bandep/178920.jpg,masculino,PE,PODE,603,4,3215-5603,dep.ricardoteobaldo@camara.gov.br,0.0,10.0,6,0.160397720383
192,160509,2852.0,Titular,476,5830670,JORGINHO DOS SANTOS MELLO,JORGINHO MELLO,http://www.camara.gov.br/internet/deputado/bandep/160509.jpg,masculino,SC,PR,329,4,3215-5329,dep.jorginhomello@camara.gov.br,5.0,34.0,12,0.105929546608
193,113247,3773.0,Titular,393,5830355,VALMIR PRASCIDELLI,VALMIR PRASCIDELLI,http://www.camara.gov.br/internet/deputado/bandep/113247.jpg,masculino,SP,PT,837,4,3215-5837,dep.valmirprascidelli@camara.gov.br,1.0,31.0,16,-0.324087021936
194,178856,3687.0,Titular,200,5830693,JOAO GUALBERTO VASCONCELOS,JOÃO GUALBERTO,http://www.camara.gov.br/internet/deputado/bandep/178856.jpg,masculino,BA,PSDB,358,4,3215-5358,dep.joaogualberto@camara.gov.br,2.0,23.0,24,-1.0840735778
195,160619,2745.0,Titular,201,5830570,JOSÉ NUNES SOARES,JOSÉ NUNES,http://www.camara.gov.br/internet/deputado/bandep/160619.jpg,masculino,BA,PSD,728,4,3215-5728,dep.josenunes@camara.gov.br,0.0,45.0,3,1.05049108767
196,160592,2849.0,Titular,468,5830576,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,http://www.camara.gov.br/internet/deputado/bandep/160592.jpg,masculino,PR,PT,613,4,3215-5613,dep.zecadirceu@camara.gov.br,0.0,19.0,28,-0.713001091306
197,178956,3725.0,Titular,51,5830624,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178956.jpg,feminino,RO,PSDB,508,4,3215-5508,dep.marianacarvalho@camara.gov.br,20.0,25.0,22,-4.24283852557
