,ideCadastro,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email
117,178934,Titular,470,5830417,ANTONIO WANDSCHEER,TONINHO WANDSCHEER,http://www.camara.gov.br/internet/deputado/bandep/178934.jpg,masculino,PR,PROS,902,4,3215-5902,dep.toninhowandscheer@camara.gov.br
118,160610,Titular,218,5830418,VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,http://www.camara.gov.br/internet/deputado/bandep/160610.jpg,masculino,BA,PT,739,4,3215-5739,dep.valmirassuncao@camara.gov.br
119,178952,Titular,125,5830419,WALTER PEREIRA ALVES,WALTER ALVES,http://www.camara.gov.br/internet/deputado/bandep/178952.jpg,masculino,RN,PMDB,435,4,3215-5435,dep.walteralves@camara.gov.br
120,74299,Titular,96,5830786,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEÔNIDAS CRISTINO,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg,masculino,CE,PDT,948,4,3215-5948,dep.leonidascristino@camara.gov.br
121,178844,Titular,172,5830787,PEDRO TORRES BRANDÃO VILELA,PEDRO VILELA,http://www.camara.gov.br/internet/deputado/bandep/178844.jpg,masculino,AL,PSDB,705,4,3215-5705,dep.pedrovilela@camara.gov.br
122,160600,Titular,192,5830788,ARTHUR DE OLIVEIRA MAIA DA SILVA,ARTHUR OLIVEIRA MAIA,http://www.camara.gov.br/internet/deputado/bandep/160600.jpg,masculino,BA,PPS,830,4,3215-5830,dep.arthuroliveiramaia@camara.gov.br
123,74554,Titular,203,5830789,JOSÉ ALVES ROCHA,JOSÉ ROCHA,http://www.camara.gov.br/internet/deputado/bandep/74554.jpg,masculino,BA,PR,908,4,3215-5908,dep.joserocha@camara.gov.br
124,73441,Titular,347,5830790,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,masculino,SP,PRB,960,4,3215-5960,dep.celsorussomanno@camara.gov.br
125,141401,Titular,400,5830791,CARLOS GOMES BEZERRA,CARLOS BEZERRA,http://www.camara.gov.br/internet/deputado/bandep/141401.jpg,masculino,MT,PMDB,815,4,3215-5815,dep.carlosbezerra@camara.gov.br
126,160611,Titular,264,5830792,ANTÔNIO PINHEIRO JÚNIOR,TONINHO PINHEIRO,http://www.camara.gov.br/internet/deputado/bandep/160611.jpg,masculino,MG,PP,584,3,3215-5584,dep.toninhopinheiro@camara.gov.br
127,74833,Titular,288,5830793,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,masculino,RJ,PSC,917,4,3215-5917,dep.aroldedeoliveira@camara.gov.br
128,160535,Titular,507,5830794,DIONILSO MATEUS MARCON,MARCON,http://www.camara.gov.br/internet/deputado/bandep/160535.jpg,masculino,RS,PT,569,3,3215-5569,dep.marcon@camara.gov.br
129,74784,Titular,371,5830288,LUIZA ERUNDINA DE SOUSA,LUIZA ERUNDINA,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,feminino,SP,PSOL,620,4,3215-5620,dep.luizaerundina@camara.gov.br
130,152610,Titular,387,5830289,BENEDITO ROBERTO ALVES FERREIRA,ROBERTO ALVES,http://www.camara.gov.br/internet/deputado/bandep/152610.jpg,masculino,SP,PRB,946,4,3215-5946,dep.robertoalves@camara.gov.br
131,141480,Titular,63,5830290,LÁZARO BOTELHO MARTINS,LÁZARO BOTELHO,http://www.camara.gov.br/internet/deputado/bandep/141480.jpg,masculino,TO,PP,478,3,3215-5478,dep.lazarobotelho@camara.gov.br
132,73808,Titular,213,5830291,SÉRGIO LUÍS LACERDA BRITO,SÉRGIO BRITO,http://www.camara.gov.br/internet/deputado/bandep/73808.jpg,masculino,BA,PSD,638,4,3215-5638,dep.sergiobrito@camara.gov.br
133,99654,Titular,194,5830292,ERIVELTON LIMA SANTANA,ERIVELTON SANTANA,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,masculino,BA,PEN,756,4,3215-5756,dep.eriveltonsantana@camara.gov.br
134,73463,Titular,463,5830293,OSMAR JOSÉ SERRAGLIO,OSMAR SERRAGLIO,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,masculino,PR,PMDB,845,4,3215-5845,dep.osmarserraglio@camara.gov.br
135,141394,Titular,146,5830294,BRUNO CAVALCANTI DE ARAÚJO,BRUNO ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/141394.jpg,masculino,PE,PSDB,718,4,3215-5718,dep.brunoaraujo@camara.gov.br
136,93083,Titular,193,5830296,CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,CACÁ LEÃO,http://www.camara.gov.br/internet/deputado/bandep/93083.jpg,masculino,BA,PP,320,4,3215-5320,dep.cacaleao@camara.gov.br
137,160599,Titular,231,5830297,DIMAS FABIANO TOLEDO JÚNIOR,DIMAS FABIANO,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,masculino,MG,PP,325,4,3215-5325,dep.dimasfabiano@camara.gov.br
138,141439,Titular,293,5830298,FRANCISCO JOSÉ D'ANGELO PINTO,CHICO D'ANGELO,http://www.camara.gov.br/internet/deputado/bandep/141439.jpg,masculino,RJ,PT,542,4,3215-5542,dep.chicodangelo@camara.gov.br
139,178909,Titular,32,5830299,HELIO LEITE DA SILVA,HÉLIO LEITE,http://www.camara.gov.br/internet/deputado/bandep/178909.jpg,masculino,PA,DEM,403,4,3215-5403,dep.helioleite@camara.gov.br
140,74398,Titular,508,5830300,MARIA DO ROSÁRIO NUNES,MARIA DO ROSÁRIO,http://www.camara.gov.br/internet/deputado/bandep/74398.jpg,feminino,RS,PT,312,4,3215-5312,dep.mariadorosario@camara.gov.br
141,178868,Titular,107,5830301,LUIZ ODORICO MONTEIRO DE ANDRADE,ODORICO MONTEIRO,http://www.camara.gov.br/internet/deputado/bandep/178868.jpg,masculino,CE,PSB,582,3,3215-5582,dep.odoricomonteiro@camara.gov.br
142,178962,Titular,492,5830302,ANTONIO CARLOS GOMES DA SILVA,CARLOS GOMES,http://www.camara.gov.br/internet/deputado/bandep/178962.jpg,masculino,RS,PRB,285,3,3215-5285,dep.carlosgomes@camara.gov.br
143,74439,Titular,164,5830303,WOLNEY QUEIROZ MACIEL,WOLNEY QUEIROZ,http://www.camara.gov.br/internet/deputado/bandep/74439.jpg,masculino,PE,PDT,936,4,3215-5936,dep.wolneyqueiroz@camara.gov.br
144,160571,Titular,473,5830304,JOÃO RODRIGUES,JOÃO RODRIGUES,http://www.camara.gov.br/internet/deputado/bandep/160571.jpg,masculino,SC,PSD,503,4,3215-5503,dep.joaorodrigues@camara.gov.br
145,178887,Titular,81,5830306,RUBENS PEREIRA E SILVA JUNIOR,RUBENS PEREIRA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/178887.jpg,masculino,MA,PCdoB,574,3,3215-5574,dep.rubenspereirajunior@camara.gov.br
146,141472,Titular,384,5830307,JOSÉ RICARDO ALVARENGA TRIPOLI,RICARDO TRIPOLI,http://www.camara.gov.br/internet/deputado/bandep/141472.jpg,masculino,SP,PSDB,241,4,3215-5241,dep.ricardotripoli@camara.gov.br
147,178851,Titular,11,5830308,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,feminino,AP,PODE,309,4,3215-5309,dep.joziaraujo@camara.gov.br
148,160643,Titular,278,5830309,JORGE SILVA,DR. JORGE SILVA,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,masculino,ES,PHS,227,4,3215-5227,dep.dr.jorgesilva@camara.gov.br
149,178870,Titular,415,5830310,RÔNEY TANIOS NEMER,RÔNEY NEMER,http://www.camara.gov.br/internet/deputado/bandep/178870.jpg,masculino,DF,PP,572,3,3215-5572,dep.roneynemer@camara.gov.br
150,178994,Titular,61,5830311,DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,http://www.camara.gov.br/internet/deputado/bandep/178994.jpg,feminino,TO,PMDB,530,4,3215-5530,dep.dulcemiranda@camara.gov.br
151,141413,Titular,475,5830313,DÉCIO NERY DE LIMA,DÉCIO LIMA,http://www.camara.gov.br/internet/deputado/bandep/141413.jpg,masculino,SC,PT,218,4,3215-5218,dep.deciolima@camara.gov.br
152,178890,Suplente,221,5830314,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,http://www.camara.gov.br/internet/deputado/bandep/178890.jpg,masculino,MG,PT,231,4,3215-5231,dep.adelmocarneiroleao@camara.gov.br
153,92346,Titular,352,5830315,EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,masculino,SP,PSC,481,3,3215-5481,dep.eduardobolsonaro@camara.gov.br
154,73778,Titular,454,5830316,LUIZ CARLOS JORGE HAULY,LUIZ CARLOS HAULY,http://www.camara.gov.br/internet/deputado/bandep/73778.jpg,masculino,PR,PSDB,220,4,3215-5220,dep.luizcarloshauly@camara.gov.br
155,74041,Titular,133,5830317,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,http://www.camara.gov.br/internet/deputado/bandep/74041.jpg,masculino,PB,PT,442,4,3215-5442,dep.luizcouto@camara.gov.br
156,160508,Titular,182,5830319,AFONSO BANDEIRA FLORENCE,AFONSO FLORENCE,http://www.camara.gov.br/internet/deputado/bandep/160508.jpg,masculino,BA,PT,305,4,3215-5305,dep.afonsoflorence@camara.gov.br
157,141450,Titular,306,5830320,HUGO LEAL MELO DA SILVA,HUGO LEAL,http://www.camara.gov.br/internet/deputado/bandep/141450.jpg,masculino,RJ,PSB,631,4,3215-5631,dep.hugoleal@camara.gov.br
158,160541,Titular,162,5830321,ARTHUR CÉSAR PEREIRA DE LIRA,ARTHUR LIRA,http://www.camara.gov.br/internet/deputado/bandep/160541.jpg,masculino,AL,PP,942,4,3215-5942,dep.arthurlira@camara.gov.br
159,141372,Titular,224,5830322,AELTON JOSÉ DE FREITAS,AELTON FREITAS,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg,masculino,MG,PR,204,4,3215-5204,dep.aeltonfreitas@camara.gov.br
160,131943,Titular,147,5830323,Jarbas de Andrade Vasconcelos,JARBAS VASCONCELOS,http://www.camara.gov.br/internet/deputado/bandep/131943.jpg,masculino,PE,PMDB,304,4,3215-5304,dep.jarbasvasconcelos@camara.gov.br
161,178855,Titular,199,5830324,ANTONIO LAZARO SILVA,IRMÃO LAZARO,http://www.camara.gov.br/internet/deputado/bandep/178855.jpg,masculino,BA,PSC,450,4,3215-5450,dep.irmaolazaro@camara.gov.br
162,74075,Titular,21,5830325,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,feminino,PA,PMDB,919,4,3215-5919,dep.elcionebarbalho@camara.gov.br
163,178836,Titular,53,5830326,ALAN RICK MIRANDA,ALAN RICK,http://www.camara.gov.br/internet/deputado/bandep/178836.jpg,masculino,AC,DEM,650,4,3215-5650,dep.alanrick@camara.gov.br
164,178943,Titular,321,5830328,MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,http://www.camara.gov.br/internet/deputado/bandep/178943.jpg,masculino,RJ,DEM,741,4,3215-5741,dep.marcossoares@camara.gov.br
165,160511,Titular,287,5830329,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,http://www.camara.gov.br/internet/deputado/bandep/160511.jpg,masculino,RJ,REDE,652,4,3215-5652,dep.alessandromolon@camara.gov.br
166,141429,Titular,120,5830330,FELIPE CATALÃO MAIA,FELIPE MAIA,http://www.camara.gov.br/internet/deputado/bandep/141429.jpg,masculino,RN,DEM,528,4,3215-5528,dep.felipemaia@camara.gov.br
167,112437,Titular,76,5830331,JOÃO MARCELO SANTOS SOUZA,JOÃO MARCELO SOUZA,http://www.camara.gov.br/internet/deputado/bandep/112437.jpg,masculino,MA,PMDB,639,4,3215-5639,dep.joaomarcelosouza@camara.gov.br
168,141553,Titular,394,5830332,VANDERLEI MACRIS,VANDERLEI MACRIS,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg,masculino,SP,PSDB,348,4,3215-5348,dep.vanderleimacris@camara.gov.br
169,178960,Titular,7,5830333,REMIDIO MONAI MONTESSI,REMÍDIO MONAI,http://www.camara.gov.br/internet/deputado/bandep/178960.jpg,masculino,RR,PR,641,4,3215-5641,dep.remidiomonai@camara.gov.br
170,178995,Titular,17,5830334,ANTONIO ROBERTO RODRIGUES GÓES DA SILVA,ROBERTO GÓES,http://www.camara.gov.br/internet/deputado/bandep/178995.jpg,masculino,AP,PDT,462,4,3215-5462,dep.robertogoes@camara.gov.br
171,160528,Titular,148,5830335,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,masculino,PE,PSB,423,4,3215-5423,dep.danilocabral@camara.gov.br
172,178927,Titular,441,5830336,ALIEL MACHADO BARK,ALIEL MACHADO,http://www.camara.gov.br/internet/deputado/bandep/178927.jpg,masculino,PR,REDE,480,3,3215-5480,dep.alielmachado@camara.gov.br
173,178907,Titular,28,5830337,FRANCISCO ALVES DE AGUIAR,FRANCISCO CHAPADINHA,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg,masculino,PA,PODE,385,3,3215-5385,dep.franciscochapadinha@camara.gov.br
174,66828,Titular,355,5830338,FAUSTO RUY PINATO,FAUSTO PINATO,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,masculino,SP,PP,562,4,3215-5562,dep.faustopinato@camara.gov.br
175,141542,Titular,512,5830340,SÉRGIO IVAN MORAES,SÉRGIO MORAES,http://www.camara.gov.br/internet/deputado/bandep/141542.jpg,masculino,RS,PTB,258,4,3215-5258,dep.sergiomoraes@camara.gov.br
176,160531,Titular,5,5830341,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,masculino,RR,PRB,535,4,3215-5535,dep.jhonatandejesus@camara.gov.br
177,74352,Titular,31,5830421,NILSON PINTO DE OLIVEIRA,NILSON PINTO,http://www.camara.gov.br/internet/deputado/bandep/74352.jpg,masculino,PA,PSDB,527,4,3215-5527,dep.nilsonpinto@camara.gov.br
178,73772,Titular,448,5830423,HERMES PARCIANELLO,HERMES PARCIANELLO,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg,masculino,PR,PMDB,234,4,3215-5234,dep.hermesparcianello@camara.gov.br
179,178902,Titular,440,5830424,JOSE ORCIRIO MIRANDA DOS SANTOS,ZECA DO PT,http://www.camara.gov.br/internet/deputado/bandep/178902.jpg,masculino,MS,PT,860,4,3215-5860,dep.zecadopt@camara.gov.br
180,178922,Titular,161,5830425,FRANCISCO TADEU BARBOSA DE ALENCAR,TADEU ALENCAR,http://www.camara.gov.br/internet/deputado/bandep/178922.jpg,masculino,PE,PSB,820,4,3215-5820,dep.tadeualencar@camara.gov.br
181,73458,Titular,445,5830426,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,masculino,PR,PTB,842,4,3215-5842,dep.alexcanziani@camara.gov.br
182,178866,Titular,98,5830427,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,feminino,CE,PT,713,4,3215-5713,dep.luiziannelins@camara.gov.br
183,94931,Titular,205,5830430,LÚCIO QUADROS VIEIRA LIMA,LUCIO VIEIRA LIMA,http://www.camara.gov.br/internet/deputado/bandep/94931.jpg,masculino,BA,PMDB,612,4,3215-5612,dep.luciovieiralima@camara.gov.br
184,178885,Titular,78,5830432,ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,http://www.camara.gov.br/internet/deputado/bandep/178885.jpg,masculino,MA,PEN,537,4,3215-5537,dep.juniormarreca@camara.gov.br
185,73655,Titular,411,5830433,AUGUSTO SILVEIRA DE CARVALHO,AUGUSTO CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/73655.jpg,masculino,DF,SD,215,4,3215-5215,dep.augustocarvalho@camara.gov.br
186,178829,Titular,346,5830434,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg,masculino,SP,PR,273,3,3215-5273,dep.capitaoaugusto@camara.gov.br
187,178955,Titular,48,5830435,LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLÁUDIO,http://www.camara.gov.br/internet/deputado/bandep/178955.jpg,masculino,RO,PR,643,4,3215-5643,dep.luizclaudio@camara.gov.br
188,178936,Titular,285,5830436,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,http://www.camara.gov.br/internet/deputado/bandep/178936.jpg,masculino,RJ,PR,587,3,3215-5587,dep.alexandrevalle@camara.gov.br
189,122466,Titular,91,5830437,RONALDO MANCHADO MARTINS,RONALDO MARTINS,http://www.camara.gov.br/internet/deputado/bandep/122466.jpg,masculino,CE,PRB,568,3,3215-5568,dep.ronaldomartins@camara.gov.br
190,178992,Titular,399,5830438,VITOR LIPPI,VITOR LIPPI,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg,masculino,SP,PSDB,823,4,3215-5823,dep.vitorlippi@camara.gov.br
191,74273,Titular,349,5830439,JEFFERSON ALVES DE CAMPOS,JEFFERSON CAMPOS,http://www.camara.gov.br/internet/deputado/bandep/74273.jpg,masculino,SP,PSD,346,4,3215-5346,dep.jeffersoncampos@camara.gov.br
192,160536,Titular,478,5830440,MARCO ANTONIO TEBALDI,MARCO TEBALDI,http://www.camara.gov.br/internet/deputado/bandep/160536.jpg,masculino,SC,PSDB,284,3,3215-5284,dep.marcotebaldi@camara.gov.br
193,171619,Titular,237,5830442,MARIA MARGARIDA MARTINS SALOMÃO,MARGARIDA SALOMÃO,http://www.camara.gov.br/internet/deputado/bandep/171619.jpg,feminino,MG,PT,236,4,3215-5236,dep.margaridasalomao@camara.gov.br
194,160666,Titular,195,5830443,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,masculino,BA,PDT,912,4,3215-5912,dep.felixmendoncajunior@camara.gov.br
195,81232,Titular,65,5830444,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,masculino,TO,PSD,802,4,3215-5802,dep.irajaabreu@camara.gov.br
196,178880,Titular,432,5830445,MARCOS ABRAO RORIZ SOARES DE CARVALHO,MARCOS ABRÃO,http://www.camara.gov.br/internet/deputado/bandep/178880.jpg,masculino,GO,PPS,375,3,3215-5375,dep.marcosabrao@camara.gov.br
197,178987,Titular,386,5830446,ORLANDO SILVA DE JESUS JUNIOR,ORLANDO SILVA,http://www.camara.gov.br/internet/deputado/bandep/178987.jpg,masculino,SP,PCdoB,923,4,3215-5923,dep.orlandosilva@camara.gov.br
198,178863,Titular,220,5830447,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg,masculino,BA,PV,729,4,3215-5729,dep.ulduricojunior@camara.gov.br
199,178883,Titular,73,5830448,ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,feminino,MA,PPS,205,4,3215-5205,dep.elizianegama@camara.gov.br
200,74399,Titular,510,5830449,ONYX DORNELLES LORENZONI,ONYX LORENZONI,http://www.camara.gov.br/internet/deputado/bandep/74399.jpg,masculino,RS,DEM,828,4,3215-5828,dep.onyxlorenzoni@camara.gov.br
201,141527,Titular,511,5830450,RENATO DELMAR MOLLING,RENATO MOLLING,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg,masculino,RS,PP,337,4,3215-5337,dep.renatomolling@camara.gov.br
202,73437,Titular,340,5830451,PAULO ROBERTO GOMES MANSUR,BETO MANSUR,http://www.camara.gov.br/internet/deputado/bandep/73437.jpg,masculino,SP,PRB,616,4,3215-5616,dep.betomansur@camara.gov.br
203,160654,Titular,262,5830452,RENZO DO AMARAL BRAZ,RENZO BRAZ,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg,masculino,MG,PP,736,4,3215-5736,dep.renzobraz@camara.gov.br
204,141531,Titular,268,5830453,RODRIGO BATISTA DE CASTRO,RODRIGO DE CASTRO,http://www.camara.gov.br/internet/deputado/bandep/141531.jpg,masculino,MG,PSDB,701,4,3215-5701,dep.rodrigodecastro@camara.gov.br
205,150418,Titular,212,5830454,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/150418.jpg,masculino,BA,PRB,326,4,3215-5326,dep.marciomarinho@camara.gov.br
206,141408,Titular,70,5830455,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,masculino,MA,PRB,710,4,3215-5710,dep.cleberverde@camara.gov.br
207,178958,Titular,3,5830456,CARLOS AUGUSTO ANDRADE SILVA,CARLOS ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/178958.jpg,masculino,RR,PHS,758,4,3215-5758,dep.carlosandrade@camara.gov.br
208,160517,Titular,280,5830457,PAULO ROBERTO FOLETTO,PAULO FOLETTO,http://www.camara.gov.br/internet/deputado/bandep/160517.jpg,masculino,ES,PSB,839,4,3215-5839,dep.paulofoletto@camara.gov.br
209,74359,Titular,47,5830458,NILTON BALBINO,NILTON CAPIXABA,http://www.camara.gov.br/internet/deputado/bandep/74359.jpg,masculino,RO,PTB,724,4,3215-5724,dep.niltoncapixaba@camara.gov.br
210,178905,Titular,403,5830459,FABIO PAULINO GARCIA,FABIO GARCIA,http://www.camara.gov.br/internet/deputado/bandep/178905.jpg,masculino,MT,S.PART.,278,3,3215-5278,dep.fabiogarcia@camara.gov.br
211,74471,Titular,140,5830461,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,masculino,PE,PSD,754,4,3215-5754,dep.andredepaula@camara.gov.br
212,74366,Titular,418,5830462,JOÃO CAMPOS DE ARAÚJO,JOÃO CAMPOS,http://www.camara.gov.br/internet/deputado/bandep/74366.jpg,masculino,GO,PRB,315,4,3215-5315,dep.joaocampos@camara.gov.br
213,141535,Titular,124,5830463,ROGÉRIO SIMONETTI MARINHO,ROGÉRIO MARINHO,http://www.camara.gov.br/internet/deputado/bandep/141535.jpg,masculino,RN,PSDB,446,4,3215-5446,dep.rogeriomarinho@camara.gov.br
214,74693,Titular,322,5830464,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,http://www.camara.gov.br/internet/deputado/bandep/74693.jpg,masculino,RJ,DEM,308,4,3215-5308,dep.rodrigomaia@camara.gov.br
215,160512,Titular,290,5830465,AUREO LIDIO MOREIRA RIBEIRO,AUREO,http://www.camara.gov.br/internet/deputado/bandep/160512.jpg,masculino,RJ,SD,212,4,3215-5212,dep.aureo@camara.gov.br
216,141482,Titular,255,5830466,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,http://www.camara.gov.br/internet/deputado/bandep/141482.jpg,masculino,MG,PMDB,914,4,3215-5914,dep.leonardoquintao@camara.gov.br
217,74158,Titular,239,5830467,MÁRIO LÚCIO HERINGER,MÁRIO HERINGER,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg,masculino,MG,PDT,211,4,3215-5211,dep.marioheringer@camara.gov.br
218,74665,Titular,240,5830468,JAIME MARTINS FILHO,JAIME MARTINS,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg,masculino,MG,PSD,904,4,3215-5904,dep.jaimemartins@camara.gov.br
219,141562,Titular,277,5830469,WELINGTON COIMBRA,LELO COIMBRA,http://www.camara.gov.br/internet/deputado/bandep/141562.jpg,masculino,ES,PMDB,801,4,3215-5801,dep.lelocoimbra@camara.gov.br
220,74057,Titular,180,5830470,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,feminino,BA,PCdoB,420,4,3215-5420,dep.aliceportugal@camara.gov.br
221,167722,Titular,49,5830471,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,http://www.camara.gov.br/internet/deputado/bandep/167722.jpg,masculino,RO,DEM,930,4,3215-5930,dep.marcosrogerio@camara.gov.br
222,73579,Titular,410,5830472,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,masculino,DF,DEM,511,4,3215-5511,dep.albertofraga@camara.gov.br
223,72912,Titular,292,5830473,CELSO PANSERA,CELSO PANSERA,http://www.camara.gov.br/internet/deputado/bandep/72912.jpg,masculino,RJ,PMDB,475,3,3215-5475,dep.celsopansera@camara.gov.br
224,73930,Titular,23,5830474,WLADIMIR AFONSO DA COSTA RABELO,WLADIMIR COSTA,http://www.camara.gov.br/internet/deputado/bandep/73930.jpg,masculino,PA,SD,343,4,3215-5343,dep.wladimircosta@camara.gov.br
225,74275,Titular,367,5830475,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg,masculino,SP,PT,502,4,3215-5502,dep.josementor@camara.gov.br
226,178919,Titular,152,5830476,MARINALDO ROSENDO DE ALBUQUERQUE,MARINALDO ROSENDO,http://www.camara.gov.br/internet/deputado/bandep/178919.jpg,masculino,PE,PSB,827,4,3215-5827,dep.marinaldorosendo@camara.gov.br
227,160570,Titular,505,5830478,JERÔNIMO PIZZOLOTTO GOERGEN,JERÔNIMO GOERGEN,http://www.camara.gov.br/internet/deputado/bandep/160570.jpg,masculino,RS,PP,316,4,3215-5316,dep.jeronimogoergen@camara.gov.br
228,160655,Titular,383,5830479,RICARDO IZAR JUNIOR,RICARDO IZAR,http://www.camara.gov.br/internet/deputado/bandep/160655.jpg,masculino,SP,PP,634,4,3215-5634,dep.ricardoizar@camara.gov.br
229,178974,Titular,341,5830481,ANDRES NAVARRO SANCHEZ,ANDRES SANCHEZ,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,masculino,SP,PT,939,4,3215-5939,dep.andressanchez@camara.gov.br
230,160591,Titular,16,5830482,VINICIUS DE AZEVEDO GURGEL,VINICIUS GURGEL,http://www.camara.gov.br/internet/deputado/bandep/160591.jpg,masculino,AP,PR,852,4,3215-5852,dep.viniciusgurgel@camara.gov.br
231,178894,Titular,234,5830484,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg,masculino,MG,SD,717,4,3215-5717,dep.laudiviocarvalho@camara.gov.br
232,74371,Titular,425,5830485,RUBENS OTONI GOMIDE,RUBENS OTONI,http://www.camara.gov.br/internet/deputado/bandep/74371.jpg,masculino,GO,PT,501,4,3215-5501,dep.rubensotoni@camara.gov.br
233,178853,Titular,196,5830486,LUIZ CARLOS CAETANO,CAETANO,http://www.camara.gov.br/internet/deputado/bandep/178853.jpg,masculino,BA,PT,415,4,3215-5415,dep.caetano@camara.gov.br
234,73434,Titular,337,5830487,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,masculino,SP,PTB,929,4,3215-5929,dep.arnaldofariadesa@camara.gov.br
235,160637,Titular,414,5830488,RONALDO FONSECA DE SOUZA,RONALDO FONSECA,http://www.camara.gov.br/internet/deputado/bandep/160637.jpg,masculino,DF,PROS,223,4,3215-5223,dep.ronaldofonseca@camara.gov.br
