,ideCadastro,nome,nomeParlamentar,sexo,uf,partido,condicao,email,urlFoto,fone,qtdPropostas,qtdPresencas,qtdAusencias
120,178851,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,feminino,AP,PODE,Titular,dep.joziaraujo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,3215-5309,4,9,16
121,178851,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,feminino,AP,PODE,Titular,dep.joziaraujo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,3215-5309,4,13,7
122,178851,JOZIANE ARAUJO NASCIMENTO,JOZI ARAÚJO,feminino,AP,PODE,Titular,dep.joziaraujo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg,3215-5309,4,13,16
123,160643,JORGE SILVA,DR. JORGE SILVA,masculino,ES,PHS,Titular,dep.dr.jorgesilva@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,3215-5227,1,42,5
124,178870,RÔNEY TANIOS NEMER,RÔNEY NEMER,masculino,DF,PP,Titular,dep.roneynemer@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178870.jpg,3215-5572,7,23,24
125,178994,DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,feminino,TO,PMDB,Titular,dep.dulcemiranda@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178994.jpg,3215-5530,3,27,18
126,141413,DÉCIO NERY DE LIMA,DÉCIO LIMA,masculino,SC,PT,Titular,dep.deciolima@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141413.jpg,3215-5218,2,34,14
127,92346,EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,masculino,SP,PSC,Titular,dep.eduardobolsonaro@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,3215-5481,6,45,2
128,73778,LUIZ CARLOS JORGE HAULY,LUIZ CARLOS HAULY,masculino,PR,PSDB,Titular,dep.luizcarloshauly@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73778.jpg,3215-5220,8,41,7
129,74041,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,masculino,PB,PT,Titular,dep.luizcouto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74041.jpg,3215-5442,4,47,1
130,141450,HUGO LEAL MELO DA SILVA,HUGO LEAL,masculino,RJ,PSB,Titular,dep.hugoleal@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141450.jpg,3215-5631,7,33,14
131,141372,AELTON JOSÉ DE FREITAS,AELTON FREITAS,masculino,MG,PR,Titular,dep.aeltonfreitas@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg,3215-5204,2,31,15
132,74075,ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE BARBALHO,feminino,PA,PMDB,Titular,dep.elcionebarbalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,3215-5919,2,26,20
133,178836,ALAN RICK MIRANDA,ALAN RICK,masculino,AC,DEM,Titular,dep.alanrick@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178836.jpg,3215-5650,1,30,18
134,178943,MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,masculino,RJ,DEM,Titular,dep.marcossoares@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178943.jpg,3215-5741,4,19,28
135,160511,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,masculino,RJ,REDE,Titular,dep.alessandromolon@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160511.jpg,3215-5652,4,31,16
136,141553,VANDERLEI MACRIS,VANDERLEI MACRIS,masculino,SP,PSDB,Titular,dep.vanderleimacris@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg,3215-5348,1,39,9
137,178960,REMIDIO MONAI MONTESSI,REMÍDIO MONAI,masculino,RR,PR,Titular,dep.remidiomonai@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178960.jpg,3215-5641,2,30,17
138,160528,DANILO JORGE DE BARROS CABRAL,DANILO CABRAL,masculino,PE,PSB,Titular,dep.danilocabral@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160528.jpg,3215-5423,2,41,6
139,178927,ALIEL MACHADO BARK,ALIEL MACHADO,masculino,PR,REDE,Titular,dep.alielmachado@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178927.jpg,3215-5480,2,36,12
140,66828,FAUSTO RUY PINATO,FAUSTO PINATO,masculino,SP,PP,Titular,dep.faustopinato@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,3215-5562,12,35,12
141,160531,JOHNATHAN PEREIRA DE JESUS,JHONATAN DE JESUS,masculino,RR,PRB,Titular,dep.jhonatandejesus@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160531.jpg,3215-5535,4,36,12
142,178902,JOSE ORCIRIO MIRANDA DOS SANTOS,ZECA DO PT,masculino,MS,PT,Titular,dep.zecadopt@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178902.jpg,3215-5860,1,43,5
143,73458,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,masculino,PR,PTB,Titular,dep.alexcanziani@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,3215-5842,1,29,18
144,178866,LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE LINS,feminino,CE,PT,Titular,dep.luiziannelins@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178866.jpg,3215-5713,6,15,33
145,73655,AUGUSTO SILVEIRA DE CARVALHO,AUGUSTO CARVALHO,masculino,DF,SD,Titular,dep.augustocarvalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73655.jpg,3215-5215,31,41,7
146,178829,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,masculino,SP,PR,Titular,dep.capitaoaugusto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg,3215-5273,31,45,3
147,178936,ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE,masculino,RJ,PR,Titular,dep.alexandrevalle@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178936.jpg,3215-5587,4,35,12
148,122466,RONALDO MANCHADO MARTINS,RONALDO MARTINS,masculino,CE,PRB,Titular,dep.ronaldomartins@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/122466.jpg,3215-5568,6,30,17
149,178992,VITOR LIPPI,VITOR LIPPI,masculino,SP,PSDB,Titular,dep.vitorlippi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178992.jpg,3215-5823,2,38,9
150,74273,JEFFERSON ALVES DE CAMPOS,JEFFERSON CAMPOS,masculino,SP,PSD,Titular,dep.jeffersoncampos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74273.jpg,3215-5346,1,31,16
151,160536,MARCO ANTONIO TEBALDI,MARCO TEBALDI,masculino,SC,PSDB,Titular,dep.marcotebaldi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160536.jpg,3215-5284,4,37,10
152,160666,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,masculino,BA,PDT,Titular,dep.felixmendoncajunior@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,3215-5912,1,40,7
153,81232,IRAJÁ SILVESTRE FILHO,IRAJÁ ABREU,masculino,TO,PSD,Titular,dep.irajaabreu@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/81232.jpg,3215-5802,6,26,21
154,178880,MARCOS ABRAO RORIZ SOARES DE CARVALHO,MARCOS ABRÃO,masculino,GO,PPS,Titular,dep.marcosabrao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178880.jpg,3215-5375,1,42,5
155,178987,ORLANDO SILVA DE JESUS JUNIOR,ORLANDO SILVA,masculino,SP,PCdoB,Titular,dep.orlandosilva@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178987.jpg,3215-5923,2,33,14
156,178863,ULDURICO ALENCAR PINTO,ULDURICO JUNIOR,masculino,BA,PV,Titular,dep.ulduricojunior@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178863.jpg,3215-5729,3,24,24
157,178883,ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,feminino,MA,PPS,Titular,dep.elizianegama@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,3215-5205,1,39,8
158,74399,ONYX DORNELLES LORENZONI,ONYX LORENZONI,masculino,RS,DEM,Titular,dep.onyxlorenzoni@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74399.jpg,3215-5828,12,28,18
159,141527,RENATO DELMAR MOLLING,RENATO MOLLING,masculino,RS,PP,Titular,dep.renatomolling@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141527.jpg,3215-5337,3,42,6
160,160654,RENZO DO AMARAL BRAZ,RENZO BRAZ,masculino,MG,PP,Titular,dep.renzobraz@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg,3215-5736,1,29,18
161,150418,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,masculino,BA,PRB,Titular,dep.marciomarinho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/150418.jpg,3215-5326,3,30,16
162,141408,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,masculino,MA,PRB,Titular,dep.cleberverde@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,3215-5710,12,33,14
163,178958,CARLOS AUGUSTO ANDRADE SILVA,CARLOS ANDRADE,masculino,RR,PHS,Titular,dep.carlosandrade@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178958.jpg,3215-5758,3,34,13
164,178905,FABIO PAULINO GARCIA,FABIO GARCIA,masculino,MT,S.PART.,Titular,dep.fabiogarcia@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178905.jpg,3215-5278,1,27,20
165,74471,ANDRÉ CARLOS ALVES DE PAULA FILHO,ANDRÉ DE PAULA,masculino,PE,PSD,Titular,dep.andredepaula@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,3215-5754,4,41,6
166,74366,JOÃO CAMPOS DE ARAÚJO,JOÃO CAMPOS,masculino,GO,PRB,Titular,dep.joaocampos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74366.jpg,3215-5315,4,31,16
167,160512,AUREO LIDIO MOREIRA RIBEIRO,AUREO,masculino,RJ,SD,Titular,dep.aureo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160512.jpg,3215-5212,52,40,8
168,141482,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,masculino,MG,PMDB,Titular,dep.leonardoquintao@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141482.jpg,3215-5914,1,34,12
169,74158,MÁRIO LÚCIO HERINGER,MÁRIO HERINGER,masculino,MG,PDT,Titular,dep.marioheringer@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74158.jpg,3215-5211,5,6,1
170,74665,JAIME MARTINS FILHO,JAIME MARTINS,masculino,MG,PSD,Titular,dep.jaimemartins@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74665.jpg,3215-5904,6,33,15
171,141562,WELINGTON COIMBRA,LELO COIMBRA,masculino,ES,PMDB,Titular,dep.lelocoimbra@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141562.jpg,3215-5801,11,37,10
172,74057,ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,feminino,BA,PCdoB,Titular,dep.aliceportugal@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,3215-5420,2,32,15
173,167722,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,masculino,RO,DEM,Titular,dep.marcosrogerio@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/167722.jpg,3215-5930,6,36,11
174,73579,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,masculino,DF,DEM,Titular,dep.albertofraga@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,3215-5511,8,45,3
175,72912,CELSO PANSERA,CELSO PANSERA,masculino,RJ,PMDB,Titular,dep.celsopansera@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/72912.jpg,3215-5475,1,33,14
176,74275,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,masculino,SP,PT,Titular,dep.josementor@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg,3215-5502,1,27,20
177,178919,MARINALDO ROSENDO DE ALBUQUERQUE,MARINALDO ROSENDO,masculino,PE,PSB,Titular,dep.marinaldorosendo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178919.jpg,3215-5827,1,31,16
178,160570,JERÔNIMO PIZZOLOTTO GOERGEN,JERÔNIMO GOERGEN,masculino,RS,PP,Titular,dep.jeronimogoergen@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160570.jpg,3215-5316,9,38,9
179,160655,RICARDO IZAR JUNIOR,RICARDO IZAR,masculino,SP,PP,Titular,dep.ricardoizar@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160655.jpg,3215-5634,10,37,10
180,178894,LAUDIVIO ALVARENGA CARVALHO,LAUDIVIO CARVALHO,masculino,MG,SD,Titular,dep.laudiviocarvalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178894.jpg,3215-5717,20,46,1
181,74371,RUBENS OTONI GOMIDE,RUBENS OTONI,masculino,GO,PT,Titular,dep.rubensotoni@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74371.jpg,3215-5501,1,33,15
182,73434,ARNALDO FARIA DE SÁ,ARNALDO FARIA DE SÁ,masculino,SP,PTB,Titular,dep.arnaldofariadesa@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,3215-5929,2,43,5
183,160637,RONALDO FONSECA DE SOUZA,RONALDO FONSECA,masculino,DF,PROS,Titular,dep.ronaldofonseca@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160637.jpg,3215-5223,8,30,16
184,178961,SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA,SHÉRIDAN,feminino,RR,PSDB,Titular,dep.sheridan@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178961.jpg,3215-5246,4,39,9
185,73720,César Antonio de Souza,CESAR SOUZA,masculino,SC,PSD,Titular,dep.cesarsouza@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg,3215-5609,3,33,12
186,74161,REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LOPES,masculino,MG,PT,Titular,dep.reginaldolopes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74161.jpg,3215-5426,1,34,12
187,74079,JOSÉ BENITO PRIANTE JÚNIOR,JOSÉ PRIANTE,masculino,PA,PMDB,Titular,dep.josepriante@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74079.jpg,3215-5752,2,26,21
188,178908,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,masculino,PA,PSD,Titular,dep.delegadoedermauro@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,3215-5586,1,40,7
189,160663,LEOPOLDO COSTA MEYER,LEOPOLDO MEYER,masculino,PR,PSB,Titular,dep.leopoldomeyer@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160663.jpg,3215-5233,1,45,3
190,74388,JORGE CATARINO LEONARDELI BOEIRA,JORGE BOEIRA,masculino,SC,PP,Titular,dep.jorgeboeira@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74388.jpg,3215-5342,3,33,14
191,141464,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,JOSÉ AIRTON CIRILO,masculino,CE,PT,Titular,dep.joseairtoncirilo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141464.jpg,3215-5319,1,30,17
192,178910,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,JOAQUIM PASSARINHO,masculino,PA,PSD,Titular,dep.joaquimpassarinho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178910.jpg,3215-5339,2,43,4
193,160641,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PROFESSORA MARCIVANIA,feminino,AP,PCdoB,Titular,dep.professoramarcivania@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160641.jpg,3215-5338,1,41,6
194,160632,JOSÉ SILVA SOARES,ZÉ SILVA,masculino,MG,SD,Titular,dep.zesilva@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160632.jpg,3215-5608,9,42,5
195,178825,LEONARDO CUNHA DE BRITO,LEO DE BRITO,masculino,AC,PT,Titular,dep.leodebrito@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178825.jpg,3215-5619,2,29,19
196,178888,CARLOS VICTOR GUTERRES MENDES,VICTOR MENDES,masculino,MA,PSD,Titular,dep.victormendes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178888.jpg,3215-5580,16,47,1
197,160578,EDMAR DE SOUZA ARRUDA,EDMAR ARRUDA,masculino,PR,PSD,Titular,dep.edmararruda@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,3215-5962,1,22,25
198,74374,GERALDO RESENDE PEREIRA,GERALDO RESENDE,masculino,MS,PSDB,Titular,dep.geraldoresende@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74374.jpg,3215-5905,4,43,4
199,178981,HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,masculino,SP,PSD,Titular,dep.herculanopassos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178981.jpg,3215-5926,2,42,5
200,74270,GILBERTO NASCIMENTO SILVA,GILBERTO NASCIMENTO,masculino,SP,PSC,Titular,dep.gilbertonascimento@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74270.jpg,3215-5834,7,42,6
201,178930,EVANDRO ROGERIO ROMAN,EVANDRO ROMAN,masculino,PR,PSD,Titular,dep.evandroroman@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178930.jpg,3215-5303,5,33,12
202,141421,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,masculino,PE,PP,Titular,dep.eduardodafonte@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,3215-5628,3,29,17
203,73931,JOSÉ GERALDO TORRES DA SILVA,ZÉ GERALDO,masculino,PA,PT,Titular,dep.zegeraldo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/73931.jpg,3215-5266,2,31,15
204,141422,EFRAIM DE ARAÚJO MORAIS FILHO,EFRAIM FILHO,masculino,PB,DEM,Titular,dep.efraimfilho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,3215-5744,4,37,11
205,74787,MILTON ANTONIO CASQUEL MONTI,MILTON MONTI,masculino,SP,PR,Titular,dep.miltonmonti@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,3215-5328,4,35,10
206,178802,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,masculino,RJ,PODE,Titular,dep.luizcarlosramos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178802.jpg,3215-5636,3,15,1
207,178802,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,masculino,RJ,PODE,Titular,dep.luizcarlosramos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178802.jpg,3215-5636,3,15,2
208,178802,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,masculino,RJ,PODE,Titular,dep.luizcarlosramos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178802.jpg,3215-5636,3,28,1
209,178802,LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,masculino,RJ,PODE,Titular,dep.luizcarlosramos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178802.jpg,3215-5636,3,28,2
210,178963,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,masculino,RS,PP,Titular,dep.covattifilho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,3215-5228,12,39,8
211,160576,CESAR HANNA HALUM,CÉSAR HALUM,masculino,TO,PRB,Titular,dep.cesarhalum@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160576.jpg,3215-5422,4,16,30
212,4931,IZALCI LUCAS FERREIRA,IZALCI LUCAS,masculino,DF,PSDB,Titular,dep.izalcilucas@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg,3215-5602,3,31,17
213,114941,JOSINIANE BRAGA NUNES,JOSI NUNES,feminino,TO,PMDB,Titular,dep.josinunes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/114941.jpg,3215-5950,10,40,8
214,178977,EDUARDO PEDROSA CURY,EDUARDO CURY,masculino,SP,PSDB,Titular,dep.eduardocury@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,3215-5368,4,42,5
215,178928,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,feminino,PR,PR,Titular,dep.christianedesouzayared@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,3215-5201,5,43,4
216,160628,LUCIANA BARBOSA DE OLIVEIRA SANTOS,LUCIANA SANTOS,feminino,PE,PCdoB,Titular,dep.lucianasantos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160628.jpg,3215-5524,1,28,18
217,74376,VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,masculino,MS,PT,Titular,dep.vanderloubet@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74376.jpg,3215-5838,3,35,12
218,178871,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,masculino,ES,PV,Titular,dep.evairvieirademelo@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,3215-5443,10,36,12
219,69871,JOAO CARLOS BACELAR BATISTA,BACELAR,masculino,BA,PODE,Titular,dep.bacelar@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/69871.jpg,3215-5381,3,16,2
220,69871,JOAO CARLOS BACELAR BATISTA,BACELAR,masculino,BA,PODE,Titular,dep.bacelar@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/69871.jpg,3215-5381,3,30,2
221,141500,MARCOS MONTES CORDEIRO,MARCOS MONTES,masculino,MG,PSD,Titular,dep.marcosmontes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141500.jpg,3215-5334,1,21,26
222,178912,PEDRO OLIVEIRA CUNHA LIMA,PEDRO CUNHA LIMA,masculino,PB,PSDB,Titular,dep.pedrocunhalima@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178912.jpg,3215-5611,10,40,6
223,178966,GEOVANIA DE SA RODRIGUES,GEOVANIA DE SÁ,feminino,SC,PSDB,Titular,dep.geovaniadesa@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178966.jpg,3215-5606,6,45,2
224,178944,ROBERTO DA SILVA SALES,ROBERTO SALES,masculino,RJ,PRB,Titular,dep.robertosales@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178944.jpg,3215-5332,16,23,24
225,178837,RAIMUNDO ANGELIM VASCONCELOS,ANGELIM,masculino,AC,PT,Titular,dep.angelim@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,3215-5543,5,44,4
226,141507,MAURO MARIANI,MAURO MARIANI,masculino,SC,PMDB,Titular,dep.mauromariani@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141507.jpg,3215-5925,9,39,9
227,178891,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,masculino,MG,PSDB,Titular,dep.caionarcio@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg,3215-5431,3,32,14
228,178915,HEBERTE LAMARCK GOMES DA SILVA,BETINHO GOMES,masculino,PE,PSDB,Titular,dep.betinhogomes@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178915.jpg,3215-5269,2,43,4
229,160588,DIEGO LEONARDO DE ANDRADE CARVALHO,DIEGO ANDRADE,masculino,MG,PSD,Titular,dep.diegoandrade@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,3215-5307,6,31,17
230,74216,RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,masculino,CE,PSDB,Titular,dep.raimundogomesdematos@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74216.jpg,3215-5725,1,37,10
231,178953,EXPEDITO GONCALVES FERREIRA NETTO,EXPEDITO NETTO,masculino,RO,PSD,Titular,dep.expeditonetto@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,3215-5943,1,46,2
232,141427,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,masculino,MG,PMDB,Titular,dep.fabioramalho@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,3215-5452,2,22,24
233,160426,ROGÉRIO SCHUMANN ROSSO,ROGÉRIO ROSSO,masculino,DF,PSD,Titular,dep.rogeriorosso@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/160426.jpg,3215-5283,1,34,14
234,141515,OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,masculino,RJ,PSDB,Titular,dep.otavioleite@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg,3215-5225,7,37,9
235,178842,JOAO HENRIQUE HOLANDA  CALDAS,JHC,masculino,AL,PSB,Titular,dep.jhc@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg,3215-5958,3,22,23
236,178985,MIGUEL LOMBARDI,MIGUEL LOMBARDI,masculino,SP,PR,Titular,dep.miguellombardi@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178985.jpg,3215-5835,4,45,3
237,178858,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,masculino,BA,PP,Titular,dep.marionegromontejr@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,3215-5517,1,16,8
238,178858,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,masculino,BA,PP,Titular,dep.marionegromontejr@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,3215-5517,1,16,5
239,178858,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,masculino,BA,PP,Titular,dep.marionegromontejr@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,3215-5517,1,18,8
240,178858,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,masculino,BA,PP,Titular,dep.marionegromontejr@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,3215-5517,1,18,5
241,178878,GIUSEPPE VECCI,GIUSEPPE VECCI,masculino,GO,PSDB,Titular,dep.giuseppevecci@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/178878.jpg,3215-5383,3,35,13
242,74235,MARCUS ANTÔNIO VICENTE,MARCUS VICENTE,masculino,ES,PP,Titular,dep.marcusvicente@camara.gov.br,http://www.camara.gov.br/internet/deputado/bandep/74235.jpg,3215-5360,3,32,14
